post_id,timestamp,username,post_type,topic,content_length,likes,shares,comments,engagement_rate,account_age_days,posts_per_day,avg_post_interval,follower_count,following_count,verified,sentiment_score,toxicity_score,contains_hashtags,contains_links,language,is_anomaly,anomaly_type
4ea51055-f094-4f81-818d-50ee94201a15,2025-05-06 19:57:23,user_548,text,finance,188,43,2,13,0.106,2689,6.41,834,3006,1140,0,0.01,0.47,1,0,zh,0,
73cd16e5-67e5-4f8b-a686-b3887933ae52,2025-01-28 01:16:23,user_475,text,technology,116,28,6,7,0.396,3411,2.94,1080,70233,3668,0,0.82,0.2,1,0,en,0,
427b8488-e61b-4fa8-86db-8eef880d251b,2025-06-16 01:49:23,user_435,text,entertainment,130,30,7,6,0.175,3600,5.98,718,75982,2076,0,-0.49,0.0,1,0,en,0,
09c29010-35ad-49e7-97ee-f3acff4f7f05,2025-02-11 03:25:23,user_587,image,politics,84,25,10,3,0.194,2900,6.9,155,37231,3969,0,-0.7,0.3,1,1,en,0,
6170b502-eeb3-43cb-afb5-f458e457af02,2025-04-01 08:24:23,user_737,image,entertainment,80,37,5,7,0.347,3609,5.88,1007,9075,4900,0,-0.89,0.37,1,0,en,0,
dfdf37de-6ff2-4f4f-ba08-665690b3898a,2025-03-18 08:51:23,user_582,video,entertainment,180,22,4,7,0.189,95,2.64,501,90478,3096,0,-0.92,0.87,1,0,en,0,
2d0cacce-fb81-438d-9b88-2b53c875dc33,2025-06-01 06:17:23,user_788,image,technology,207,25,7,8,0.331,3493,2.06,824,17377,4969,0,0.3,0.04,1,0,en,0,
5bee2ff7-661b-441a-b642-8cd77d6e6006,2024-12-28 20:03:23,user_532,image,education,136,28,4,8,0.21,2867,2.25,984,93153,2908,0,-0.24,0.26,1,0,de,0,
c2996e41-067d-4d0a-ad51-f3b42da60d93,2025-01-07 02:05:23,user_267,image,finance,190,31,5,11,0.21,1673,5.24,1268,34640,1095,0,0.92,0.52,0,1,en,0,
be0cb242-4773-4ec2-bff6-385506818e01,2025-04-16 01:49:23,user_167,image,memes,158,33,3,10,0.274,3016,1.28,601,34932,3057,0,-0.87,0.13,1,1,en,0,fake_news
5d82cc37-947e-4852-8a9f-487a20227cc6,2025-06-09 15:23:23,user_984,video,finance,107,30,4,11,0.19,2482,1.67,822,63661,1076,0,0.41,0.09,0,1,en,0,
8f520e6c-b86c-45b7-bf02-2a7c839fca6d,2025-03-15 11:45:23,user_391,link,technology,158,32,3,13,0.229,924,1.31,486,77086,2631,0,-0.16,0.98,1,0,en,0,
6574fead-9615-4eee-b7c4-938a49c44288,2025-05-01 14:45:23,user_479,text,memes,216,32,1,2,0.17,1193,1.01,347,94568,4120,0,0.97,0.68,0,0,en,0,
b044992c-28f8-4822-a10b-cc197117b5e4,2025-01-23 23:56:23,user_764,text,education,138,23,9,16,0.082,2297,9.51,535,55920,4111,0,-0.99,0.75,1,1,es,0,
42beea5b-c830-4a94-8d5a-533fd8c1494d,2025-03-01 13:05:23,user_947,image,health,218,26,9,10,0.35,2269,3.18,657,94992,3393,0,0.71,0.83,1,1,fr,0,
ae092444-e35b-4f85-b014-4b29d35e912d,2025-03-03 09:18:23,user_244,link,health,9,34,7,6,0.394,612,2.73,347,70452,2421,0,0.08,0.95,1,1,en,0,
c8f594ef-e093-4954-b7c0-31a2fcfb2254,2025-01-13 19:04:23,user_136,text,finance,181,26,6,7,0.21,2595,2.54,622,32078,4932,0,0.65,0.01,1,1,en,0,
fce39424-853a-41f1-a238-9421a7843d1b,2025-01-18 02:48:23,user_930,text,politics,144,22,5,8,0.436,977,9.16,29,10339,2556,1,-0.41,0.11,1,1,en,0,
37ec299c-42af-485e-9801-cffedaac9dea,2025-04-19 03:39:23,user_16,link,entertainment,125,29,4,7,0.34,401,2.1,604,28647,3820,0,0.21,0.77,1,1,en,0,
e0651b8a-9914-429a-be9f-1893d9d6a44f,2025-03-10 21:10:23,user_288,text,finance,144,34,3,5,0.307,2680,6.94,1026,15077,1032,0,0.68,0.77,0,0,es,0,
89dc8901-8d63-4349-ac5a-75e84c3401e1,2025-05-19 23:32:23,user_819,image,education,40,35,4,9,0.165,203,6.03,42,20539,3134,0,-0.94,0.4,1,1,en,0,
70d6756e-7c71-4504-b7fb-ce4e5bef6c18,2025-02-15 17:20:23,user_699,link,entertainment,129,27,4,16,0.026,2508,5.39,27,50270,55,0,-0.48,0.78,1,0,en,0,
0cd04286-2dec-4938-8425-9253e38c1c55,2025-06-11 07:46:23,user_974,link,entertainment,157,27,5,5,0.064,107,0.23,1152,91347,3692,0,0.39,0.07,0,1,es,0,
30981dab-b969-49ec-a35a-fe4daed4fea4,2025-06-15 15:27:23,user_281,text,entertainment,213,26,6,13,0.454,1802,7.02,656,71316,2290,0,0.45,0.36,1,1,en,1,
436a3909-c871-4fc9-96d4-c3661f365043,2025-02-23 14:33:23,user_88,video,sports,114,28,2,6,0.019,455,1.36,773,68556,3993,0,-0.95,0.38,0,1,en,0,
6b7e3e75-c81a-4a6b-a643-ceecbfa451df,2025-05-13 11:57:23,user_256,link,technology,99,32,8,6,0.147,1830,1.67,913,5023,2846,0,0.7,0.24,1,0,en,0,
de66c5a4-0a29-4281-b9bd-3a9598357e7d,2025-02-03 06:04:23,user_790,video,health,114,25,6,14,0.374,2343,7.73,1050,75484,3138,0,0.22,0.02,1,0,en,0,
f94f9467-dd3a-4a58-ba64-bdb75c144171,2025-05-02 07:18:23,user_556,link,education,185,26,9,13,0.166,1980,3.12,1103,28203,4578,0,-0.74,0.41,1,1,en,0,
a95b3eae-8f14-46a9-986e-be62c79a5b4c,2024-12-26 15:10:23,user_303,text,health,156,22,3,4,0.172,2796,2.54,693,660,2764,0,0.47,0.46,0,1,en,0,
cf7d5036-49da-4509-8e87-ab2dbb964c33,2025-06-09 11:03:23,user_346,link,health,113,22,7,10,0.431,1763,6.48,96,80311,2363,0,0.53,0.23,1,1,en,0,
d1b01069-ba72-46ba-a102-9856f754d876,2025-01-19 06:43:23,user_585,text,entertainment,165,32,6,10,0.103,3013,4.25,795,50406,4304,0,0.44,0.08,1,0,en,0,
4e3928f5-843c-4395-bc3a-5f1e62e5326e,2025-05-12 14:35:23,user_405,link,education,144,22,4,18,0.454,652,2.56,336,20822,2323,0,-0.45,0.22,0,0,en,0,
e0b2b00f-a9ef-4eda-9ec4-fbf7d14e01d8,2025-01-17 05:56:23,user_40,link,politics,188,21,2,16,0.065,1874,1.71,1188,22813,4922,0,-0.07,0.0,1,0,en,1,
bba62bb2-2ec9-4aac-909c-d6fef25fd0fd,2025-06-05 14:23:23,user_631,image,technology,104,39,6,12,0.237,1885,7.64,1414,80635,1239,0,-0.31,0.1,0,1,zh,0,
970885cf-de0a-4fad-801c-92bf2771a027,2025-04-15 18:52:23,user_281,link,sports,123,34,3,9,0.123,2406,8.11,854,61821,1968,1,-0.24,0.06,1,1,de,0,
b7b07c4c-23a0-43c4-b84e-6afa283beb38,2025-05-04 09:10:23,user_371,video,memes,120,38,4,9,0.49,3049,1.2,443,89467,841,0,-0.72,0.06,1,0,en,0,
224633b2-71ae-4a30-aa67-28d96fd3ba61,2025-04-02 10:41:23,user_276,image,politics,66,26,5,13,0.028,3322,5.18,783,65120,1670,0,0.14,0.48,1,1,en,0,
7bbed657-caa5-4c87-a6d9-9cb6150f01cc,2025-02-28 06:19:23,user_676,video,education,154,23,4,9,0.072,2806,9.35,663,90040,4730,0,0.37,0.18,1,0,en,0,
8fc4048f-4757-4d44-a9a4-f659b20ca8d1,2025-01-23 03:22:23,user_257,text,sports,153,32,6,12,0.199,1958,8.06,226,48898,3551,0,0.29,0.08,1,0,en,0,
7f6fbb6b-18b5-4878-9a4d-22f890297d56,2025-04-18 13:41:23,user_802,text,education,140,34,10,18,0.157,1726,4.82,795,52225,1682,0,0.7,0.17,0,1,en,0,
54121bea-1f52-4df9-a110-4f6be7341dc3,2025-05-25 09:01:23,user_669,video,technology,128,39,3,11,0.179,1297,5.52,231,89792,4681,0,-0.43,0.34,1,0,en,0,
b0737769-9919-49d4-b313-27eedb930658,2025-04-17 14:19:23,user_830,image,health,69,35,5,9,0.488,3353,0.99,455,29313,1369,0,-0.39,0.76,1,0,en,0,
728fd31c-ad31-4978-8f60-166c76c28a63,2025-04-20 07:27:23,user_791,link,finance,118,26,2,6,0.136,3189,3.64,1377,57281,591,0,0.43,0.77,1,1,es,0,
649ccf85-7622-4416-a32c-d707e6a9c3a6,2025-05-16 20:18:23,user_623,image,politics,122,30,7,14,0.17,1960,8.98,1430,73613,342,0,0.4,0.08,1,1,en,0,
48089ee0-c955-4f75-9d6c-194b71239019,2025-02-21 23:37:23,user_13,image,sports,99,27,8,6,0.036,2705,3.61,620,81769,792,0,-0.37,0.05,0,0,zh,0,
56d6ee97-a167-4084-993b-abb7745abeb7,2025-05-06 09:13:23,user_128,video,education,131,22,4,7,0.319,2193,1.53,745,37213,969,1,-0.13,0.17,1,0,es,0,
1a18818b-1213-43f6-88c2-491540c554e1,2025-02-16 05:22:23,user_315,link,technology,160,29,4,11,0.251,2378,4.83,488,36157,4868,0,-0.7,0.58,1,1,en,0,
7dc42318-4c26-4ac4-8b2a-b7ab4e1310ec,2025-01-04 11:21:23,user_583,text,entertainment,234,36,6,6,0.209,937,8.08,895,85293,4404,0,-0.76,0.08,1,1,en,0,
93e8e155-33c2-45b0-a9a8-9184f81e08b5,2025-02-19 13:12:23,user_677,link,entertainment,148,30,5,9,0.359,137,0.16,387,13254,433,0,0.52,0.57,1,0,zh,0,
0f6ac028-10cc-4c35-9590-dbd65cdf1e22,2025-02-26 00:21:23,user_329,link,politics,152,24,5,7,0.438,180,8.2,524,49847,4315,0,0.12,0.86,0,0,en,0,
a65599a5-937f-48a6-ae68-d6107f370337,2025-06-10 23:42:23,user_857,image,education,136,35,7,13,0.499,133,0.99,256,91093,4090,0,0.23,0.35,0,0,en,0,
8654c9ac-984a-48e6-a725-187d51df6e95,2025-03-05 02:19:23,user_271,image,entertainment,44,35,8,8,0.246,1943,5.71,354,2001,3096,0,-0.64,0.74,1,0,en,0,
b64289b8-10d4-4971-abaa-d9b66e79bb4f,2025-02-28 09:24:23,user_868,text,education,138,24,4,10,0.128,1405,1.59,191,99123,2681,0,0.69,0.65,0,1,en,0,
c539525a-80a8-488f-872b-335ca441430a,2025-05-23 19:57:23,user_184,image,sports,143,29,8,6,0.458,1599,5.48,1229,26819,1801,0,-0.88,0.29,1,0,en,0,
5a5b7706-7b37-45e0-8252-20c6c623363f,2025-03-18 17:58:23,user_455,image,health,263,21,4,10,0.091,87,9.41,145,21547,4581,1,0.72,0.58,1,1,es,0,
36e98f3c-bba2-4ce7-a920-e2d4d7bd8b89,2025-02-11 06:03:23,user_474,link,entertainment,130,29,4,11,0.414,1316,1.6,1202,65217,4145,0,0.96,0.98,1,1,en,0,
eed59e04-3447-41b2-9f4b-8d56a0843c4d,2025-05-10 10:04:23,user_18,text,memes,155,30,2,7,0.043,935,5.82,805,16412,3631,0,0.33,0.96,1,0,en,0,
955ea4be-ad72-4046-b138-def9af37aeb3,2025-05-25 05:45:23,user_451,text,finance,138,41,7,10,0.041,3047,6.29,932,45838,2502,1,0.48,0.56,0,0,fr,0,
efe7ec46-761c-458e-99ab-0e2af9d35ef4,2025-03-31 20:01:23,user_10,video,memes,81,37,4,15,0.465,3140,9.04,1212,54294,467,0,-0.29,0.86,0,0,en,0,
9192ebb3-d82a-4d83-80b0-ccbc3acf36ab,2025-04-15 21:48:23,user_478,video,politics,197,29,4,2,0.124,835,3.27,257,97665,4391,0,0.57,0.15,0,1,en,0,
2763e854-0ac6-4d1b-b360-0c1f7c405567,2025-05-05 20:14:23,user_38,text,sports,177,21,3,15,0.093,766,5.48,1112,19685,1806,0,-0.08,0.77,1,0,en,0,
7e221b14-2033-4e1b-810d-a5625557ee7e,2025-01-06 12:34:23,user_990,link,technology,179,27,4,8,0.295,1507,9.69,717,56791,4020,0,0.13,0.04,1,1,en,0,
c010eb3a-fd94-461c-a767-4d453d535d8c,2025-02-27 11:27:23,user_368,video,education,94,36,1,8,0.12,1664,7.74,204,66330,1930,0,-0.58,0.11,1,1,en,0,
109908e6-4836-40ae-8583-b1c9a14e3b5c,2025-02-18 17:02:23,user_492,image,technology,210,24,6,10,0.36,3291,7.46,1138,49796,1160,0,-0.27,0.45,0,0,en,0,
27bd935b-f8c4-42e5-8130-97a6bd61fea2,2025-03-14 14:18:23,user_654,image,sports,69,29,6,14,0.386,2946,4.08,867,15681,1297,0,-0.8,0.97,1,1,zh,0,
3465fc0b-9ce2-4cc8-8660-b5dffa0392f1,2025-05-15 00:09:23,user_865,text,finance,169,31,4,12,0.37,1124,3.51,1340,67053,1422,0,-0.43,0.34,1,1,en,0,
8e4c811c-675a-4429-93a6-fd80acba4d22,2025-02-19 08:32:23,user_570,link,education,249,33,4,6,0.325,1142,6.14,973,62410,106,0,-0.02,0.77,1,1,en,0,
9b6523ac-750a-4163-ad57-abf5b8c296b2,2025-04-25 22:51:23,user_224,video,finance,90,25,6,7,0.302,3067,3.56,974,59571,799,0,-0.79,0.7,1,0,en,0,bot
a2b86e1f-71a3-468f-b260-ea7663ff1a64,2025-01-21 13:11:23,user_419,video,education,111,29,6,11,0.08,1032,9.09,58,21329,3463,0,-0.48,0.03,1,0,es,0,
271fa5cf-6971-411f-a65f-d3924ce84ce1,2025-02-04 02:51:23,user_60,video,entertainment,144,24,6,14,0.313,3155,5.99,250,54110,4714,0,-0.67,0.47,1,0,fr,0,
da71ee2d-6673-4af9-8f49-20266fb34350,2025-02-02 17:16:23,user_594,text,finance,114,27,7,4,0.034,734,7.0,557,92813,4677,0,0.22,0.37,0,1,en,0,
a7f8f072-80fc-4fd7-bcf2-32efeb93b02f,2025-06-13 19:16:23,user_962,image,sports,62,33,4,6,0.132,3635,7.95,1039,32869,3562,0,-0.21,0.71,1,0,en,0,
64745e5b-04ac-4f6d-bbc7-38d04ea9f88e,2025-05-13 06:56:23,user_82,link,education,143,18,3,10,0.302,1390,3.09,800,67014,1120,0,0.49,0.06,1,1,en,0,
41c5a040-37f7-4100-9d24-39941890c5d6,2025-01-25 09:09:23,user_284,image,health,86,37,3,10,0.339,438,8.58,582,93673,1653,0,0.69,0.0,1,1,en,0,
8450ac07-6057-4eec-990b-6289b52f47f9,2025-06-18 03:25:23,user_919,link,politics,163,26,6,6,0.035,1927,5.37,1381,56455,1149,0,-0.07,0.25,0,1,en,0,
63915999-79be-476b-bd99-656f49d97442,2025-01-28 10:22:23,user_625,link,entertainment,94,33,2,6,0.432,2818,5.64,479,22178,1912,0,0.39,0.89,1,0,en,0,
a62a0aff-b570-4933-95dc-779c6fdd7e9f,2025-04-27 13:25:23,user_565,link,technology,217,32,4,12,0.19,338,5.89,768,82918,1905,0,-0.96,0.9,1,1,en,0,
b293f147-dfa0-4774-bd03-762cfdf382b6,2025-04-11 22:57:23,user_322,video,finance,100,34,4,6,0.263,1924,7.32,565,85623,1091,0,0.75,0.49,1,0,en,0,
e8bee79a-757f-49a3-8245-7d557962a5a1,2025-05-06 05:53:23,user_977,link,entertainment,123,35,6,8,0.394,1018,6.24,460,41324,4548,0,0.6,0.14,1,1,en,0,
efa1d774-bb61-402a-b6e1-5cbd78e0846b,2025-06-11 22:29:23,user_66,link,sports,180,28,4,4,0.167,518,5.57,618,81314,1890,0,-0.35,0.68,1,0,en,0,
04f6f23e-b684-49e4-99b4-4a38eef42e47,2025-05-16 13:52:23,user_452,text,education,78,32,4,15,0.354,686,8.08,237,45244,3650,0,0.87,0.76,1,1,es,0,
dc6355a5-0160-43ff-a156-1e66e20a0901,2025-01-08 18:06:23,user_185,link,sports,151,29,8,14,0.231,42,8.59,890,65718,682,0,0.56,0.5,1,1,de,0,
a5b6b5c0-1cb2-4d68-82df-008e25da4e33,2025-01-03 08:01:23,user_265,image,politics,205,27,3,12,0.068,3036,5.5,667,44928,3955,0,0.64,0.07,0,1,en,0,
80477662-f62e-46c5-b9d7-45a3c62a8dfc,2025-03-12 17:37:23,user_785,video,politics,59,24,10,13,0.036,709,8.53,1359,61342,2201,0,-0.01,0.55,1,0,en,0,
e3409cfe-d61d-4816-83ec-601d6a26f1e7,2025-01-15 10:45:23,user_806,video,sports,149,28,7,14,0.296,3582,0.57,522,95071,1977,0,0.5,0.69,1,0,en,0,
